date,vc_horiz_mean,vc_3d_mean,coherence_vc,coherence_vel,accel_mean,lf_mean,TSI,TSI_30d
2010-01-31,1.474345254169448,1.6422147948218266,0.8243947867441868,0.8425744832656648,0.08847222320250007,2.2802514776539096,-0.14580155536207945,-0.1409833263356017
2010-02-01,1.5889132868098435,1.7737278635254337,0.8543311747250318,0.9535129279728329,0.07390024470851819,2.5525818444091075,-0.11974712017800765,-0.12559553384444538
2010-02-02,1.705888975499663,2.1955105294979527,0.8290562495282576,0.9645704107302486,0.057812501462117076,2.437438413597831,-0.1741255021749027,-0.10476807712029568
2010-02-03,1.4478145476481696,1.6069873186252792,0.735397054382864,0.897923941211264,0.06538806200384333,2.6145717316674912,-0.27647665182022313,-0.09409147674498046
2010-02-04,1.1906233279590483,1.7083260759655619,0.5294177379320921,0.922085838428797,0.09319519732694988,2.9002476645809367,-0.46102796732738305,-0.0887542278735661
2010-02-05,0.8757389480650961,2.4911165250360026,0.22346952546588386,0.932585229686047,0.08553596105482543,3.10022386132018,-0.8319086861388608,-0.09281813937629865
2010-02-06,0.9078346829512088,2.449156240697612,0.8107920047174237,0.9479279946776259,0.07174893090615354,3.0073226217575795,-0.2055143797548727,-0.08614854245450299
2010-02-07,1.6564211086731144,2.5439056059004472,0.8348674116181081,0.9740268612668039,0.05631237424881851,2.9994346463965518,-0.1506688112161017,-0.07875572495452676
2010-02-08,2.0399927961852704,2.374776640237676,0.8694321351817383,0.9614909344664424,0.05243788399921461,3.034710909636832,-0.0885437210610784,-0.08880284864702971
2010-02-09,2.15561006033101,2.3321918956234073,0.8872857523425061,0.9499720947116439,0.05084448016928711,3.337733029963997,-0.0500539871329626,-0.09516791488001436
2010-02-10,2.3180958499289397,2.518617395693499,0.9217438361452116,0.9406456276724084,0.04556673285887854,3.4150670245723327,-0.005922280157672627,-0.09064868534448811
2010-02-11,2.527473646830522,3.168687227804781,0.9402737318886735,0.9559891281346363,0.06402942528904879,3.050485931262545,0.050350698263255514,-0.08548672592610002
2010-02-12,3.092153393234212,4.66045260850374,0.960535150932767,0.9637678104952591,0.07065043146522935,3.180297474098096,0.1342705278560189,-0.08553816743587063
2010-02-13,3.1104097986873946,4.984297965757035,0.9408387011956145,0.9940099754326693,0.08493744744756264,2.9900396298317635,0.13273622353752423,-0.08201565509500965
2010-02-14,2.710712070580835,4.070392939626809,0.9330218570623198,0.8677071890982804,0.0918417599183861,2.3078827220518687,0.07768331763332037,-0.0707723681866332
2010-02-15,2.6884034576025444,3.9920337893843354,0.9627136615792807,0.7192680924526026,0.09708126074528825,1.9819227067308838,0.10522135352289963,-0.061549388908475895
2010-02-16,3.4983299946709994,4.966368796965948,0.986901930666901,0.36936486629947085,0.12080336220270309,1.7264603179870774,0.22847123046609957,-0.05321151340846596
2010-02-17,2.3356515023610505,3.703860836936072,0.9717814316670724,0.7732637163096526,0.10181341448275576,1.7503471443752632,0.08741072963537849,-0.05479440876482408
2010-02-18,2.1455577447346714,3.042287777939372,0.9460160545691884,0.6497550570105775,0.08915548087782839,1.4437157906116649,0.0073162518118921605,-0.043317498184545444
2010-02-19,1.2580808811485293,1.8290643954136516,0.8473248540214716,0.8449005445911509,0.09515789519466955,1.1914194311806203,-0.17003245792821695,-0.029611984281030127
2010-02-20,1.9181258843933153,2.2021241602721977,0.9473608205702461,0.9002123691610114,0.12198066324093434,1.2986568672803185,0.04724339598141025,-0.00995198234454311
2010-02-21,2.6203778115684386,2.955902363334233,0.9630360914189924,0.9716392776285608,0.10540518192543377,1.0402305169938324,0.07649344254497377,0.015028154659728702
2010-02-22,1.5510094725600294,1.6604708980642855,0.7035396580446392,0.9839735655822626,0.10002418562556604,0.9193917641750275,-0.3098395698820945,0.020094142411777465
2010-02-23,1.7861257561245523,1.962077698289129,0.8014209811159534,0.9509872777522558,0.07520620733654981,0.6366002509631749,-0.24156443823866122,0.019863463831834134
2010-02-24,2.996366235994103,3.8913924954349035,0.9330776901460605,0.9791089195147286,0.08499749733221128,0.6673328537826612,0.01781282350814198,0.015637755636319688
2010-02-25,3.155514133426778,4.069955990902435,0.9379254231152634,0.988745962091606,0.08754654925205206,0.7459789214973142,0.04356225953360231,0.012266686496651665
2010-02-26,2.701822954510209,3.7483171768832633,0.9010960133730286,0.9890189446931836,0.0542783507793115,0.9429020485277843,-0.08687564668990656,0.013875405450714641
