date,station_id,station_name,latitude,longitude,east_mm,north_mm,up_mm
2026/01/17,950483,神戸,34.6901,135.1956,0.3999997861683368,-9.200000204145908,1.3000001199543476
2026/01/17,950447,横浜,35.4437,139.638,-1.600000075995922,-5.70000009611249,-0.7000002078711987
2026/01/16,950465,名古屋,35.1815,136.9066,1.3000001199543476,-6.899999920278788,1.199999824166298
2026/01/16,950421,東京,35.6895,139.6917,-0.4000002518296242,-3.200000151991844,4.600000102072954
2026/01/16,950483,神戸,34.6901,135.1956,2.0999996922910213,-9.09999990835786,-0.599999912083149
2026/01/16,950492,広島,34.3853,132.4553,3.2999999821186066,-9.800000116229056,-1.999999862164259
2026/01/16,950474,大阪,34.6937,135.5023,-3.200000151991844,-4.100000020116568,2.9000001959502697
2026/01/16,950456,静岡,34.9756,138.3826,-1.8000002019107342,-6.400000303983688,3.399999812245369
2026/01/16,950447,横浜,35.4437,139.638,-0.6999997422099113,-3.000000026077032,-0.599999912083149
2026/01/15,950465,名古屋,35.1815,136.9066,-4.799999762326479,-7.400000002235174,-2.199999988079071
2026/01/15,950483,神戸,34.6901,135.1956,-6.500000134110451,-6.200000178068876,0.2000001259148121
2026/01/15,950421,東京,35.6895,139.6917,-3.200000151991844,-6.399999838322401,1.0000001639127731
2026/01/15,950474,大阪,34.6937,135.5023,-6.300000008195639,-5.600000265985727,4.30000014603138
2026/01/15,950456,静岡,34.9756,138.3826,-7.699999958276749,-6.700000260025263,0.6999997422099113
2026/01/15,950492,広島,34.3853,132.4553,-7.400000002235174,-4.100000020116568,3.000000026077032
2026/01/15,950447,横浜,35.4437,139.638,-14.2000000923872,1.6999999061226845,2.499999944120645
2026/01/14,950474,大阪,34.6937,135.5023,-4.999999888241291,-1.8000002019107342,3.000000026077032
2026/01/14,950447,横浜,35.4437,139.638,-5.70000009611249,-1.9000000320374968,2.599999774247408
2026/01/14,950456,静岡,34.9756,138.3826,-4.399999976158142,-6.200000178068876,2.79999990016222
2026/01/14,950421,東京,35.6895,139.6917,-2.600000239908695,-1.0000001639127731,4.600000102072954
2026/01/14,950465,名古屋,35.1815,136.9066,-2.199999988079071,-4.19999985024333,3.000000026077032
2026/01/14,950483,神戸,34.6901,135.1956,0.599999912083149,-8.299999870359898,-1.6999999061226845
2026/01/14,950492,広島,34.3853,132.4553,-1.39999995008111,-4.600000102072954,3.899999894201756
2026/01/13,950492,広島,34.3853,132.4553,-10.300000198185444,0.7000002078711987,3.0999998562037945
2026/01/13,950465,名古屋,35.1815,136.9066,-6.899999920278788,-4.800000227987766,0.0
2026/01/13,950447,横浜,35.4437,139.638,-18.90000002458692,1.199999824166298,0.5000000819563866
2026/01/13,950421,東京,35.6895,139.6917,-9.800000116229056,1.4999997802078724,1.9000000320374968
2026/01/13,950474,大阪,34.6937,135.5023,-6.099999882280827,-4.600000102072954,-0.6999997422099113
2026/01/13,950456,静岡,34.9756,138.3826,-12.09999993443489,-1.3000001199543476,4.699999932199717
2026/01/13,950483,神戸,34.6901,135.1956,-13.300000224262476,-0.599999912083149,3.0999998562037945
2026/01/12,950492,広島,34.3853,132.4553,-1.3000001199543476,-9.399999864399431,-3.200000151991844
2026/01/12,950465,名古屋,35.1815,136.9066,-2.0999996922910213,-6.500000134110451,-3.2999999821186066
2026/01/12,950421,東京,35.6895,139.6917,-5.400000140070915,-3.0999998562037945,3.5000001080334187
2026/01/12,950474,大阪,34.6937,135.5023,-4.600000102072954,-9.30000003427267,-0.1999996602535247
2026/01/12,950456,静岡,34.9756,138.3826,-4.900000058114529,-5.400000140070915,0.2999999560415745
2026/01/12,950447,横浜,35.4437,139.638,-9.800000116229056,-1.6999999061226845,-0.2000001259148121
2026/01/12,950483,神戸,34.6901,135.1956,-2.199999988079071,-7.199999876320362,-3.0999998562037945
2026/01/11,950447,横浜,35.4437,139.638,-10.69999998435378,-3.800000064074993,-6.899999920278788
2026/01/11,950474,大阪,34.6937,135.5023,-7.499999832361937,-8.100000210106373,-4.900000058114529
2026/01/11,950456,静岡,34.9756,138.3826,-8.00000037997961,-8.700000122189522,-4.000000189989805
2026/01/11,950483,神戸,34.6901,135.1956,-4.100000020116568,-7.800000254064798,-7.999999914318323
2026/01/11,950465,名古屋,35.1815,136.9066,-3.999999724328518,-10.300000198185444,-8.60000029206276
2026/01/11,950421,東京,35.6895,139.6917,-5.400000140070915,-8.299999870359898,-6.099999882280827
2026/01/11,950492,広島,34.3853,132.4553,-10.00000024214387,-5.59999980032444,-3.899999894201756
2026/01/10,950492,広島,34.3853,132.4553,-5.000000353902578,-7.400000002235174,0.2999999560415745
2026/01/10,950447,横浜,35.4437,139.638,-2.79999990016222,-4.399999976158142,-3.899999894201756
2026/01/10,950465,名古屋,35.1815,136.9066,9.09999990835786,-18.099999986588955,-12.300000060349705
2026/01/10,950474,大阪,34.6937,135.5023,-5.100000184029341,-6.300000008195639,0.5000000819563866
2026/01/10,950421,東京,35.6895,139.6917,-4.800000227987766,-3.599999938160181,4.000000189989805
2026/01/10,950456,静岡,34.9756,138.3826,-3.900000359863043,-10.300000198185444,-2.7000000700354576
2026/01/10,950483,神戸,34.6901,135.1956,6.99999975040555,-16.300000250339508,-10.100000072270632
2026/01/09,950447,横浜,35.4437,139.638,-11.89999980852008,0.5000000819563866,1.39999995008111
2026/01/09,950421,東京,35.6895,139.6917,-8.700000122189522,-1.9000000320374968,5.100000184029341
2026/01/09,950492,広島,34.3853,132.4553,-7.000000216066837,-3.2999999821186066,3.0999998562037945
2026/01/09,950465,名古屋,35.1815,136.9066,-6.300000008195639,-5.499999970197678,-0.4000002518296242
2026/01/09,950483,神戸,34.6901,135.1956,-2.400000113993883,-11.799999978393316,-5.2999998442828655
2026/01/09,950456,静岡,34.9756,138.3826,-8.700000122189522,-6.6000004298985,0.1999996602535247
2026/01/09,950474,大阪,34.6937,135.5023,-12.20000023022294,-0.800000037997961,3.800000064074993
2026/01/08,950421,東京,35.6895,139.6917,-4.500000271946192,-0.800000037997961,2.499999944120645
2026/01/08,950492,広島,34.3853,132.4553,-4.500000271946192,0.5000000819563866,3.699999768286944
2026/01/08,950474,大阪,34.6937,135.5023,-2.599999774247408,-1.8000002019107342,1.8000002019107342
2026/01/08,950483,神戸,34.6901,135.1956,1.199999824166298,-4.19999985024333,-1.0999999940395355
2026/01/08,950456,静岡,34.9756,138.3826,-1.7000003717839718,-3.100000321865082,2.399999648332596
2026/01/08,950447,横浜,35.4437,139.638,-10.100000072270632,4.999999888241291,4.30000014603138
2026/01/08,950465,名古屋,35.1815,136.9066,-0.599999912083149,-1.600000075995922,1.6999999061226845
2026/01/07,950447,横浜,35.4437,139.638,-5.899999756366015,4.900000058114529,6.300000008195639
2026/01/07,950465,名古屋,35.1815,136.9066,-0.2999999560415745,1.3000001199543476,6.599999964237213
2026/01/07,950474,大阪,34.6937,135.5023,-1.0000001639127731,0.9999996982514858,4.900000058114529
2026/01/07,950483,神戸,34.6901,135.1956,1.4999997802078724,-3.4000002779066563,2.199999988079071
2026/01/07,950421,東京,35.6895,139.6917,-1.0999999940395355,3.399999812245369,8.60000029206276
2026/01/07,950492,広島,34.3853,132.4553,-1.9000000320374968,-2.8999997302889824,4.399999976158142
2026/01/07,950456,静岡,34.9756,138.3826,2.8999997302889824,-2.600000239908695,3.799999598413706
2026/01/06,950474,大阪,34.6937,135.5023,-2.400000113993883,-1.3000001199543476,-0.9999996982514858
2026/01/06,950483,神戸,34.6901,135.1956,6.099999882280827,-7.400000002235174,-4.699999932199717
2026/01/06,950456,静岡,34.9756,138.3826,0.4999996162950992,-2.800000365823508,-1.9000000320374968
2026/01/06,950421,東京,35.6895,139.6917,1.39999995008111,-2.199999988079071,-0.8999998681247234
2026/01/06,950492,広島,34.3853,132.4553,2.7000000700354576,-2.8999997302889824,0.2000001259148121
2026/01/06,950465,名古屋,35.1815,136.9066,-0.3999997861683368,0.2999999560415745,-0.2999999560415745
2026/01/06,950447,横浜,35.4437,139.638,-3.2999999821186066,2.499999944120645,-1.999999862164259
2026/01/05,950483,神戸,34.6901,135.1956,2.299999818205833,-3.700000233948231,-6.000000052154064
2026/01/05,950492,広島,34.3853,132.4553,-0.599999912083149,-3.2999999821186066,-4.19999985024333
2026/01/05,950421,東京,35.6895,139.6917,-4.999999888241291,3.599999938160181,-0.0999998301267623
2026/01/05,950447,横浜,35.4437,139.638,-7.499999832361937,2.9000001959502697,-1.4999997802078724
2026/01/05,950465,名古屋,35.1815,136.9066,1.39999995008111,-4.999999888241291,-6.800000090152025
2026/01/05,950474,大阪,34.6937,135.5023,-2.199999988079071,1.199999824166298,-1.9000000320374968
2026/01/05,950456,静岡,34.9756,138.3826,-0.4000002518296242,-3.5000001080334187,-3.4000002779066563
2026/01/04,950483,神戸,34.6901,135.1956,2.400000113993883,3.0999998562037945,-1.0999999940395355
2026/01/04,950456,静岡,34.9756,138.3826,-1.7000003717839718,3.999999724328518,0.1999996602535247
2026/01/04,950474,大阪,34.6937,135.5023,-3.399999812245369,6.300000008195639,2.400000113993883
2026/01/04,950465,名古屋,35.1815,136.9066,2.7000000700354576,0.0999998301267623,-4.200000315904617
2026/01/04,950447,横浜,35.4437,139.638,-5.799999926239252,6.399999838322401,0.0999998301267623
2026/01/04,950492,広島,34.3853,132.4553,-2.7000000700354576,9.09999990835786,4.100000020116568
2026/01/04,950421,東京,35.6895,139.6917,1.4999997802078724,0.5000000819563866,-3.5000001080334187
2026/01/03,950465,名古屋,35.1815,136.9066,-2.400000113993883,-2.1000001579523087,0.599999912083149
2026/01/03,950456,静岡,34.9756,138.3826,-2.7000000700354576,-2.800000365823508,0.7999995723366737
2026/01/03,950474,大阪,34.6937,135.5023,-3.200000151991844,0.9999996982514858,0.2999999560415745
2026/01/03,950447,横浜,35.4437,139.638,-2.7000000700354576,-3.0999998562037945,-1.39999995008111
2026/01/03,950421,東京,35.6895,139.6917,-4.30000014603138,2.299999818205833,2.79999990016222
2026/01/03,950492,広島,34.3853,132.4553,-3.200000151991844,-1.6999999061226845,2.7000000700354576
2026/01/03,950483,神戸,34.6901,135.1956,1.600000075995922,-7.300000172108412,-2.299999818205833
2026/01/02,950483,神戸,34.6901,135.1956,-5.300000309944153,-3.200000151991844,-7.900000084191561
2026/01/02,950492,広島,34.3853,132.4553,-0.800000037997961,-5.59999980032444,-7.1000000461936
2026/01/02,950421,東京,35.6895,139.6917,-6.300000008195639,2.400000113993883,-1.999999862164259
2026/01/02,950465,名古屋,35.1815,136.9066,-2.400000113993883,-3.599999938160181,-5.70000009611249
2026/01/02,950456,静岡,34.9756,138.3826,-2.7000000700354576,-3.300000447779894,-4.100000020116568
2026/01/02,950474,大阪,34.6937,135.5023,-5.499999970197678,-0.2000001259148121,-3.199999686330557
2026/01/02,950447,横浜,35.4437,139.638,-3.599999938160181,-3.399999812245369,-10.999999940395355
2026/01/01,950474,大阪,34.6937,135.5023,0.0,0.0,0.0
2026/01/01,950456,静岡,34.9756,138.3826,0.0,0.0,0.0
2026/01/01,950421,東京,35.6895,139.6917,0.0,0.0,0.0
2026/01/01,950483,神戸,34.6901,135.1956,0.0,0.0,0.0
2026/01/01,950447,横浜,35.4437,139.638,0.0,0.0,0.0
2026/01/01,950465,名古屋,35.1815,136.9066,0.0,0.0,0.0
2026/01/01,950492,広島,34.3853,132.4553,0.0,0.0,0.0
2025/12/31,950474,大阪,34.6937,135.5023,-3.700000233948231,17.90000032633543,-18.000000156462193
2025/12/31,950447,横浜,35.4437,139.638,10.499999858438969,24.800000246614218,10.00000024214387
2025/12/31,950456,静岡,34.9756,138.3826,-10.400000028312206,2.79999990016222,-6.099999882280827
2025/12/31,950421,東京,35.6895,139.6917,5.59999980032444,10.300000198185444,3.699999768286944
2025/12/31,950465,名古屋,35.1815,136.9066,-17.099999822676182,7.699999958276749,-12.400000356137753
2025/12/31,950483,神戸,34.6901,135.1956,-61.3000001758337,8.49999999627471,-22.200000006705523
2025/12/31,950492,広島,34.3853,132.4553,-18.50000023841858,4.100000020116568,-21.19999984279275
2025/12/30,950483,神戸,34.6901,135.1956,-67.10000010207295,8.799999952316284,-21.7999997548759
2025/12/30,950465,名古屋,35.1815,136.9066,-21.39999996870756,6.499999668449163,-15.500000212341549
2025/12/30,950447,横浜,35.4437,139.638,12.09999993443489,22.299999836832285,7.1000000461936
2025/12/30,950474,大阪,34.6937,135.5023,-6.899999920278788,15.70000033825636,-19.90000018849969
2025/12/30,950492,広島,34.3853,132.4553,-25.200000032782555,7.000000216066837,-18.60000006854534
2025/12/30,950421,東京,35.6895,139.6917,0.2000001259148121,10.600000154227018,1.0999999940395355
2025/12/30,950456,静岡,34.9756,138.3826,-15.00000013038516,3.0999998562037945,-6.000000052154064
2025/12/29,950492,広島,34.3853,132.4553,-27.99999993294477,5.59999980032444,-12.999999802559614
2025/12/29,950456,静岡,34.9756,138.3826,-17.20000011846423,-0.5000000819563866,-4.399999976158142
2025/12/29,950474,大阪,34.6937,135.5023,-8.700000122189522,13.700000010430813,-15.500000212341549
2025/12/29,950483,神戸,34.6901,135.1956,-69.6000000461936,6.000000052154064,-19.100000150501728
2025/12/29,950465,名古屋,35.1815,136.9066,-26.699999812990427,6.99999975040555,-9.30000003427267
2025/12/29,950421,東京,35.6895,139.6917,-0.7000002078711987,8.400000166147947,8.599999826401472
2025/12/29,950447,横浜,35.4437,139.638,6.099999882280827,21.100000012665987,13.300000224262476
2025/12/28,950456,静岡,34.9756,138.3826,-19.400000106543303,0.800000037997961,-6.099999882280827
2025/12/28,950483,神戸,34.6901,135.1956,-66.80000014603138,2.599999774247408,-22.200000006705523
2025/12/28,950421,東京,35.6895,139.6917,-3.000000026077032,8.700000122189522,6.599999964237213
2025/12/28,950474,大阪,34.6937,135.5023,-12.000000104308128,15.300000086426737,-16.900000162422657
2025/12/28,950447,横浜,35.4437,139.638,7.199999876320362,20.200000144541264,10.00000024214387
2025/12/28,950492,広島,34.3853,132.4553,-25.49999998882413,1.39999995008111,-17.80000003054738
2025/12/28,950465,名古屋,35.1815,136.9066,-24.999999906867743,5.2999998442828655,-11.200000066310167
2025/12/27,950483,神戸,34.6901,135.1956,-63.2000002078712,3.000000026077032,-20.699999760836363
2025/12/27,950492,広島,34.3853,132.4553,-22.79999991878867,1.0000001639127731,-17.20000011846423
2025/12/27,950465,名古屋,35.1815,136.9066,-23.99999974295497,8.299999870359898,-7.600000128149986
2025/12/27,950421,東京,35.6895,139.6917,-1.600000075995922,10.00000024214387,7.199999876320362
2025/12/27,950456,静岡,34.9756,138.3826,-17.299999948590994,2.400000113993883,-1.39999995008111
2025/12/27,950474,大阪,34.6937,135.5023,-11.29999989643693,18.90000002458692,-13.400000054389238
2025/12/27,950447,横浜,35.4437,139.638,10.799999814480543,21.39999996870756,11.799999978393316
2025/12/26,950421,東京,35.6895,139.6917,-0.2000001259148121,11.200000066310167,4.4999998062849045
2025/12/26,950492,広島,34.3853,132.4553,-22.200000006705523,2.199999988079071,-20.999999716877937
2025/12/26,950483,神戸,34.6901,135.1956,-63.599999994039536,7.1000000461936,-22.70000008866191
2025/12/26,950474,大阪,34.6937,135.5023,-8.200000040233135,16.99999999254942,-20.00000001862645
2025/12/26,950465,名古屋,35.1815,136.9066,-20.09999984875321,6.499999668449163,-14.800000004470348
2025/12/26,950456,静岡,34.9756,138.3826,-10.199999902397394,-1.7999997362494469,-9.19999973848462
2025/12/26,950447,横浜,35.4437,139.638,9.30000003427267,25.29999986290932,9.800000116229056
2025/12/25,950456,静岡,34.9756,138.3826,-15.300000086426737,-0.2000001259148121,-5.100000184029341
2025/12/25,950421,東京,35.6895,139.6917,-1.5000002458691597,9.30000003427267,4.900000058114529
2025/12/25,950465,名古屋,35.1815,136.9066,-23.499999660998583,4.399999976158142,-12.000000104308128
2025/12/25,950492,広島,34.3853,132.4553,-27.500000316649675,1.9000000320374968,-18.699999898672104
2025/12/25,950447,横浜,35.4437,139.638,1.0999999940395355,21.900000050663948,13.900000136345623
2025/12/25,950474,大阪,34.6937,135.5023,-0.800000037997961,8.800000417977571,-22.200000006705523
2025/12/25,950483,神戸,34.6901,135.1956,-74.40000027418137,6.99999975040555,-23.39999983087182
2025/12/24,950474,大阪,34.6937,135.5023,-4.100000020116568,19.30000027641654,-18.90000002458692
2025/12/24,950447,横浜,35.4437,139.638,11.200000066310167,24.3999999947846,6.900000385940075
2025/12/24,950483,神戸,34.6901,135.1956,-63.599999994039536,8.700000122189522,-23.800000082701445
2025/12/24,950456,静岡,34.9756,138.3826,-11.500000022351742,3.4000002779066563,-11.29999989643693
2025/12/24,950465,名古屋,35.1815,136.9066,-21.299999672919512,11.19999960064888,-11.799999978393316
2025/12/24,950421,東京,35.6895,139.6917,5.70000009611249,11.300000362098215,2.299999818205833
2025/12/24,950492,広島,34.3853,132.4553,-18.000000156462193,4.000000189989805,-21.19999984279275
2025/12/23,950474,大阪,34.6937,135.5023,-16.900000162422657,16.100000124424696,-18.39999994263053
2025/12/23,950492,広島,34.3853,132.4553,-31.100000254809856,1.6999999061226845,-19.70000006258488
2025/12/23,950465,名古屋,35.1815,136.9066,-30.19999992102385,4.09999955445528,-14.700000174343586
2025/12/23,950447,横浜,35.4437,139.638,4.19999985024333,18.099999986588955,4.699999932199717
2025/12/23,950483,神戸,34.6901,135.1956,-72.30000011622906,4.4999998062849045,-22.59999979287386
2025/12/23,950421,東京,35.6895,139.6917,-7.199999876320362,7.300000172108412,2.0999996922910213
2025/12/23,950456,静岡,34.9756,138.3826,-24.10000003874302,2.199999988079071,-8.200000040233135
2025/12/22,950474,大阪,34.6937,135.5023,-2.3000002838671207,16.100000124424696,-20.50000010058284
2025/12/22,950483,神戸,34.6901,135.1956,-58.69999993592501,6.500000134110451,-24.30000016465783
2025/12/22,950465,名古屋,35.1815,136.9066,-15.699999872595072,5.999999586492777,-15.500000212341549
2025/12/22,950456,静岡,34.9756,138.3826,-10.600000154227018,3.4000002779066563,-9.30000003427267
2025/12/22,950447,横浜,35.4437,139.638,16.19999995455146,20.800000056624413,6.100000347942114
2025/12/22,950421,東京,35.6895,139.6917,4.600000102072954,10.600000154227018,0.3999997861683368
2025/12/22,950492,広島,34.3853,132.4553,-17.299999948590994,2.299999818205833,-20.39999980479479
2025/12/21,950483,神戸,34.6901,135.1956,-58.90000006183982,1.600000075995922,-24.999999906867743
2025/12/21,950465,名古屋,35.1815,136.9066,-16.499999910593033,2.499999944120645,-17.20000011846423
2025/12/21,950474,大阪,34.6937,135.5023,-4.800000227987766,15.80000016838312,-18.50000023841858
2025/12/21,950456,静岡,34.9756,138.3826,-12.700000312179329,1.2000002898275852,-8.799999952316284
2025/12/21,950421,東京,35.6895,139.6917,2.199999988079071,8.900000248104334,2.199999988079071
2025/12/21,950447,横浜,35.4437,139.638,10.499999858438969,18.699999898672104,5.70000009611249
2025/12/21,950492,広島,34.3853,132.4553,-21.20000030845404,2.79999990016222,-18.699999898672104
2025/12/20,950421,東京,35.6895,139.6917,6.899999920278788,2.500000409781933,1.9000000320374968
2025/12/20,950465,名古屋,35.1815,136.9066,-16.799999866634607,0.1999996602535247,-15.500000212341549
2025/12/20,950447,横浜,35.4437,139.638,11.100000236183403,18.39999994263053,9.100000374019146
2025/12/20,950483,神戸,34.6901,135.1956,-54.70000021159649,-4.19999985024333,-29.09999992698431
2025/12/20,950474,大阪,34.6937,135.5023,-4.600000102072954,12.400000356137753,-20.50000010058284
2025/12/20,950492,広島,34.3853,132.4553,-12.20000023022294,-10.69999998435378,-28.200000058859587
2025/12/20,950456,静岡,34.9756,138.3826,-9.399999864399431,-4.399999976158142,-8.599999826401472
2025/12/19,950492,広島,34.3853,132.4553,-21.900000050663948,0.800000037997961,-19.499999936670065
2025/12/19,950483,神戸,34.6901,135.1956,-58.10000002384186,-1.600000075995922,-26.999999769032
2025/12/19,950465,名古屋,35.1815,136.9066,-16.599999740719795,-0.800000037997961,-16.700000036507845
2025/12/19,950447,横浜,35.4437,139.638,10.100000072270632,18.90000002458692,6.900000385940075
2025/12/19,950456,静岡,34.9756,138.3826,-11.500000022351742,-3.699999768286944,-9.599999990314243
2025/12/19,950421,東京,35.6895,139.6917,-1.9000000320374968,7.200000341981649,4.999999888241291
2025/12/19,950474,大阪,34.6937,135.5023,-4.19999985024333,9.800000116229056,-21.600000094622374
2025/12/18,950465,名古屋,35.1815,136.9066,-14.599999878555536,1.7999997362494469,-17.600000370293856
2025/12/18,950474,大阪,34.6937,135.5023,-3.200000151991844,12.899999972432852,-21.000000182539225
2025/12/18,950421,東京,35.6895,139.6917,5.2999998442828655,6.700000260025263,0.3999997861683368
2025/12/18,950447,横浜,35.4437,139.638,13.60000018030405,20.09999984875321,6.000000052154064
2025/12/18,950492,広島,34.3853,132.4553,-16.900000162422657,0.5000000819563866,-21.19999984279275
2025/12/18,950456,静岡,34.9756,138.3826,-8.200000040233135,-2.8999997302889824,-12.80000014230609
2025/12/18,950483,神戸,34.6901,135.1956,-57.50000011175871,0.7000002078711987,-26.19999973103404
2025/12/17,950492,広島,34.3853,132.4553,-27.60000014677644,1.8000002019107342,-23.50000012665987
2025/12/17,950465,名古屋,35.1815,136.9066,-23.30000000074505,2.8999997302889824,-20.40000027045608
2025/12/17,950447,横浜,35.4437,139.638,6.599999964237213,20.299999974668022,2.9000001959502697
2025/12/17,950456,静岡,34.9756,138.3826,-17.10000028833747,0.800000037997961,-12.09999993443489
2025/12/17,950421,東京,35.6895,139.6917,0.5000000819563866,3.800000064074993,-3.4000002779066563
2025/12/17,950483,神戸,34.6901,135.1956,-65.50000002607703,2.599999774247408,-27.90000010281801
2025/12/17,950474,大阪,34.6937,135.5023,-6.099999882280827,11.500000022351742,-24.999999906867743
2025/12/16,950465,名古屋,35.1815,136.9066,-22.79999991878867,7.699999958276749,-12.000000104308128
2025/12/16,950456,静岡,34.9756,138.3826,-14.599999878555536,1.9000000320374968,-6.200000178068876
2025/12/16,950474,大阪,34.6937,135.5023,-6.200000178068876,13.300000224262476,-20.50000010058284
2025/12/16,950447,横浜,35.4437,139.638,10.100000072270632,22.10000017657876,8.100000210106373
2025/12/16,950483,神戸,34.6901,135.1956,-61.60000013187528,3.399999812245369,-23.09999987483025
2025/12/16,950492,広島,34.3853,132.4553,-22.10000017657876,1.8000002019107342,-18.60000006854534
